Lp,Periods,Correlation,Methods
407,10,0.882413221698936,AVG TOPSIS/AVG VIKOR
408,5,0.8915053200767487,DARIA-TOPSIS/DARIA-VIKOR
409,5,0.4403017617303332,DARIA-TOPSIS/AVG TOPSIS
410,5,0.5646912611198325,DARIA-VIKOR/AVG VIKOR
411,5,0.9608625501482644,AVG TOPSIS/AVG VIKOR
412,6,0.645255538112681,DARIA-TOPSIS/DARIA-VIKOR
413,6,0.13790772719344147,DARIA-TOPSIS/AVG TOPSIS
414,6,0.29277864992150704,DARIA-VIKOR/AVG VIKOR
415,6,0.8951683237397523,AVG TOPSIS/AVG VIKOR
416,7,0.6722701901273329,DARIA-TOPSIS/DARIA-VIKOR
417,7,-0.13849642421070985,DARIA-TOPSIS/AVG TOPSIS
418,7,0.22935199720914,DARIA-VIKOR/AVG VIKOR
419,7,0.8061878597592883,AVG TOPSIS/AVG VIKOR
420,8,0.9433106575963719,DARIA-TOPSIS/DARIA-VIKOR
421,8,0.2218079539508111,DARIA-TOPSIS/AVG TOPSIS
422,8,0.17920373277516133,DARIA-VIKOR/AVG VIKOR
423,8,0.8995726495726496,AVG TOPSIS/AVG VIKOR
424,9,0.8684153148438862,DARIA-TOPSIS/DARIA-VIKOR
425,9,0.2967687074829932,DARIA-TOPSIS/AVG TOPSIS
426,9,0.19228588871446017,DARIA-VIKOR/AVG VIKOR
427,9,0.8510160474446189,AVG TOPSIS/AVG VIKOR
428,10,0.8284493284493284,DARIA-TOPSIS/DARIA-VIKOR
429,10,-0.0012864120006976787,DARIA-TOPSIS/AVG TOPSIS
430,10,-0.11344409558695268,DARIA-VIKOR/AVG VIKOR
431,10,0.8842883307169022,AVG TOPSIS/AVG VIKOR
432,5,0.8731684981684982,DARIA-TOPSIS/DARIA-VIKOR
433,5,0.3910692482121053,DARIA-TOPSIS/AVG TOPSIS
434,5,0.05298273155416011,DARIA-VIKOR/AVG VIKOR
435,5,0.831828885400314,AVG TOPSIS/AVG VIKOR
436,6,0.7054116518402233,DARIA-TOPSIS/DARIA-VIKOR
437,6,0.3633786848072562,DARIA-TOPSIS/AVG TOPSIS
438,6,0.2767966160823304,DARIA-VIKOR/AVG VIKOR
439,6,0.8236307343450201,AVG TOPSIS/AVG VIKOR
440,7,0.8950375021803594,DARIA-TOPSIS/DARIA-VIKOR
441,7,-0.14414355485784047,DARIA-TOPSIS/AVG TOPSIS
442,7,-0.08987441130298279,DARIA-VIKOR/AVG VIKOR
443,7,0.8095674167102739,AVG TOPSIS/AVG VIKOR
444,8,0.9263474620617478,DARIA-TOPSIS/DARIA-VIKOR
445,8,0.3344671201814059,DARIA-TOPSIS/AVG TOPSIS
446,8,0.1278126635269492,DARIA-VIKOR/AVG VIKOR
447,8,0.8829147043432758,AVG TOPSIS/AVG VIKOR
448,9,0.7046921332635618,DARIA-TOPSIS/DARIA-VIKOR
449,9,0.4023635095063667,DARIA-TOPSIS/AVG TOPSIS
450,9,0.21561573347287633,DARIA-VIKOR/AVG VIKOR
451,9,0.9525335775335775,AVG TOPSIS/AVG VIKOR
452,10,0.8195534624106052,DARIA-TOPSIS/DARIA-VIKOR
453,10,-0.04308390022675734,DARIA-TOPSIS/AVG TOPSIS
454,10,-0.4861547182975754,DARIA-VIKOR/AVG VIKOR
455,10,0.8559000523286238,AVG TOPSIS/AVG VIKOR
456,5,0.7835775335775336,DARIA-TOPSIS/DARIA-VIKOR
457,5,-0.0968079539508111,DARIA-TOPSIS/AVG TOPSIS
458,5,-0.01637449851735573,DARIA-VIKOR/AVG VIKOR
459,5,0.9391461712890284,AVG TOPSIS/AVG VIKOR
460,6,0.8502311180882609,DARIA-TOPSIS/DARIA-VIKOR
461,6,0.22106663178091746,DARIA-TOPSIS/AVG TOPSIS
462,6,0.09959881388452818,DARIA-VIKOR/AVG VIKOR
463,6,0.9554552590266876,AVG TOPSIS/AVG VIKOR
464,7,0.8332025117739403,DARIA-TOPSIS/DARIA-VIKOR
465,7,0.1292953078667365,DARIA-TOPSIS/AVG TOPSIS
466,7,-0.019034536891679776,DARIA-VIKOR/AVG VIKOR
467,7,0.8601953601953602,AVG TOPSIS/AVG VIKOR
468,8,0.7847113204256062,DARIA-TOPSIS/DARIA-VIKOR
469,8,0.6989795918367347,DARIA-TOPSIS/AVG TOPSIS
470,8,0.597985347985348,DARIA-VIKOR/AVG VIKOR
471,8,0.9331937903366475,AVG TOPSIS/AVG VIKOR
472,9,0.8424690388976104,DARIA-TOPSIS/DARIA-VIKOR
473,9,0.4293781615210187,DARIA-TOPSIS/AVG TOPSIS
474,9,-0.01048752834467126,DARIA-VIKOR/AVG VIKOR
475,9,0.8893031571603001,AVG TOPSIS/AVG VIKOR
476,10,0.9137667887667887,DARIA-TOPSIS/DARIA-VIKOR
477,10,0.15624454910169194,DARIA-TOPSIS/AVG TOPSIS
478,10,0.29910169195883485,DARIA-VIKOR/AVG VIKOR
479,10,0.8663221698935984,AVG TOPSIS/AVG VIKOR
480,5,0.8462846677132392,DARIA-TOPSIS/DARIA-VIKOR
481,5,-0.2224184545613117,DARIA-TOPSIS/AVG TOPSIS
482,5,-0.29048927263212976,DARIA-VIKOR/AVG VIKOR
483,5,0.7140240711669283,AVG TOPSIS/AVG VIKOR
484,6,0.8567503924646782,DARIA-TOPSIS/DARIA-VIKOR
485,6,0.15166579452293738,DARIA-TOPSIS/AVG TOPSIS
486,6,0.14789377289377292,DARIA-VIKOR/AVG VIKOR
487,6,0.936050061050061,AVG TOPSIS/AVG VIKOR
488,7,0.9392987964416536,DARIA-TOPSIS/DARIA-VIKOR
489,7,0.37977498691784406,DARIA-TOPSIS/AVG TOPSIS
490,7,0.49943310657596374,DARIA-VIKOR/AVG VIKOR
491,7,0.9587039944182801,AVG TOPSIS/AVG VIKOR
492,8,0.8735173556602128,DARIA-TOPSIS/DARIA-VIKOR
493,8,0.256628292342578,DARIA-TOPSIS/AVG TOPSIS
494,8,0.1839787196930054,DARIA-VIKOR/AVG VIKOR
495,8,0.6994374672946102,AVG TOPSIS/AVG VIKOR
496,9,0.8141897784754928,DARIA-TOPSIS/DARIA-VIKOR
497,9,0.27110587824873544,DARIA-TOPSIS/AVG TOPSIS
498,9,0.30243764172335597,DARIA-VIKOR/AVG VIKOR
499,9,0.8833289726146869,AVG TOPSIS/AVG VIKOR
500,10,0.7274550845979417,DARIA-TOPSIS/DARIA-VIKOR
501,10,0.1656200941915228,DARIA-TOPSIS/AVG TOPSIS
502,10,0.14294435723007148,DARIA-VIKOR/AVG VIKOR
503,10,0.9175606139891854,AVG TOPSIS/AVG VIKOR
504,5,0.7436333507762078,DARIA-TOPSIS/DARIA-VIKOR
505,5,0.17623844409558698,DARIA-TOPSIS/AVG TOPSIS
506,5,0.07149398220826797,DARIA-VIKOR/AVG VIKOR
507,5,0.8705738705738706,AVG TOPSIS/AVG VIKOR
508,6,0.7965942787371358,DARIA-TOPSIS/DARIA-VIKOR
509,6,0.49452729809872664,DARIA-TOPSIS/AVG TOPSIS
510,6,0.4203296703296703,DARIA-VIKOR/AVG VIKOR
511,6,0.9467338217338217,AVG TOPSIS/AVG VIKOR
512,7,0.6573783359497645,DARIA-TOPSIS/DARIA-VIKOR
513,7,0.05213239141810566,DARIA-TOPSIS/AVG TOPSIS
514,7,0.18903715332286763,DARIA-VIKOR/AVG VIKOR
515,7,0.8639019710448281,AVG TOPSIS/AVG VIKOR
516,8,0.8782269317983604,DARIA-TOPSIS/DARIA-VIKOR
517,8,0.1141636141636142,DARIA-TOPSIS/AVG TOPSIS
518,8,0.2722614686900401,DARIA-VIKOR/AVG VIKOR
519,8,0.9455564276992848,AVG TOPSIS/AVG VIKOR
520,9,0.9172771672771672,DARIA-TOPSIS/DARIA-VIKOR
521,9,0.03754578754578752,DARIA-TOPSIS/AVG TOPSIS
522,9,-0.10116867259724405,DARIA-VIKOR/AVG VIKOR
523,9,0.8720783185068899,AVG TOPSIS/AVG VIKOR
524,10,0.7628859236002093,DARIA-TOPSIS/DARIA-VIKOR
525,10,0.21982382696668412,DARIA-TOPSIS/AVG TOPSIS
526,10,0.25255102040816324,DARIA-VIKOR/AVG VIKOR
527,10,0.895124716553288,AVG TOPSIS/AVG VIKOR
528,5,0.8934676434676435,DARIA-TOPSIS/DARIA-VIKOR
529,5,0.15443485086342235,DARIA-TOPSIS/AVG TOPSIS
530,5,0.22444618873190303,DARIA-VIKOR/AVG VIKOR
531,5,0.8790772719344148,AVG TOPSIS/AVG VIKOR
532,6,0.9101255886970172,DARIA-TOPSIS/DARIA-VIKOR
533,6,0.5028998778998779,DARIA-TOPSIS/AVG TOPSIS
534,6,0.6582940868655154,DARIA-VIKOR/AVG VIKOR
535,6,0.9449895342752486,AVG TOPSIS/AVG VIKOR
536,7,0.8467861503575789,DARIA-TOPSIS/DARIA-VIKOR
537,7,0.11985435199720917,DARIA-TOPSIS/AVG TOPSIS
538,7,0.02886795743938597,DARIA-VIKOR/AVG VIKOR
539,7,0.895517181231467,AVG TOPSIS/AVG VIKOR
540,8,0.930337519623234,DARIA-TOPSIS/DARIA-VIKOR
541,8,0.05298273155416011,DARIA-TOPSIS/AVG TOPSIS
542,8,0.06397174254317106,DARIA-VIKOR/AVG VIKOR
543,8,0.9230551194836909,AVG TOPSIS/AVG VIKOR
544,9,0.9060047095761381,DARIA-TOPSIS/DARIA-VIKOR
545,9,-0.11998517355660221,DARIA-TOPSIS/AVG TOPSIS
546,9,-0.16841095412523988,DARIA-VIKOR/AVG VIKOR
547,9,0.9613204256061398,AVG TOPSIS/AVG VIKOR
548,10,0.82282400139543,DARIA-TOPSIS/DARIA-VIKOR
549,10,0.184196755625327,DARIA-TOPSIS/AVG TOPSIS
550,10,-0.2517006802721089,DARIA-VIKOR/AVG VIKOR
551,10,0.9470172684458399,AVG TOPSIS/AVG VIKOR
552,5,0.8593450200593058,DARIA-TOPSIS/DARIA-VIKOR
553,5,0.1840877376591662,DARIA-TOPSIS/AVG TOPSIS
554,5,-0.008808651665794587,DARIA-VIKOR/AVG VIKOR
555,5,0.8579931972789115,AVG TOPSIS/AVG VIKOR
556,6,0.8177219605791034,DARIA-TOPSIS/DARIA-VIKOR
557,6,0.21786150357578926,DARIA-TOPSIS/AVG TOPSIS
558,6,-0.00954997383568812,DARIA-VIKOR/AVG VIKOR
559,6,0.782443746729461,AVG TOPSIS/AVG VIKOR
560,7,0.6930926216640503,DARIA-TOPSIS/DARIA-VIKOR
561,7,-0.032334728763300236,DARIA-TOPSIS/AVG TOPSIS
562,7,0.01995028780743069,DARIA-VIKOR/AVG VIKOR
563,7,0.8658424908424909,AVG TOPSIS/AVG VIKOR
564,8,0.9404325832897261,DARIA-TOPSIS/DARIA-VIKOR
565,8,0.29168847025989886,DARIA-TOPSIS/AVG TOPSIS
566,8,0.3777254491540206,DARIA-VIKOR/AVG VIKOR
567,8,0.9060919239490668,AVG TOPSIS/AVG VIKOR
568,9,0.8581458224315367,DARIA-TOPSIS/DARIA-VIKOR
569,9,0.07916884702598992,DARIA-TOPSIS/AVG TOPSIS
570,9,0.1613029827315542,DARIA-VIKOR/AVG VIKOR
571,9,0.9223137973137974,AVG TOPSIS/AVG VIKOR
572,10,0.938688295831153,DARIA-TOPSIS/DARIA-VIKOR
573,10,0.2568027210884354,DARIA-TOPSIS/AVG TOPSIS
574,10,0.23438862724577014,DARIA-VIKOR/AVG VIKOR
575,10,0.9524027559741846,AVG TOPSIS/AVG VIKOR
576,5,0.7137842316413745,DARIA-TOPSIS/DARIA-VIKOR
577,5,0.058847898133612464,DARIA-TOPSIS/AVG TOPSIS
578,5,-0.04556950985522423,DARIA-VIKOR/AVG VIKOR
579,5,0.8412698412698413,AVG TOPSIS/AVG VIKOR
580,6,0.8978501657073086,DARIA-TOPSIS/DARIA-VIKOR
581,6,0.33049886621315194,DARIA-TOPSIS/AVG TOPSIS
582,6,0.14198499912785623,DARIA-VIKOR/AVG VIKOR
583,6,0.9485217163788593,AVG TOPSIS/AVG VIKOR
584,7,0.8873190301761731,DARIA-TOPSIS/DARIA-VIKOR
585,7,0.23316762602476893,DARIA-TOPSIS/AVG TOPSIS
586,7,0.24672946101517534,DARIA-VIKOR/AVG VIKOR
587,7,0.9817067852782139,AVG TOPSIS/AVG VIKOR
588,8,0.8163919413919414,DARIA-TOPSIS/DARIA-VIKOR
589,8,0.15436944008372577,DARIA-TOPSIS/AVG TOPSIS
590,8,-0.027058259201116375,DARIA-VIKOR/AVG VIKOR
591,8,0.9519448805163091,AVG TOPSIS/AVG VIKOR
592,9,0.8967817896389325,DARIA-TOPSIS/DARIA-VIKOR
593,9,0.2288287109715681,DARIA-TOPSIS/AVG TOPSIS
594,9,0.15051020408163263,DARIA-VIKOR/AVG VIKOR
595,9,0.8862942612942613,AVG TOPSIS/AVG VIKOR
596,10,0.8969344147915577,DARIA-TOPSIS/DARIA-VIKOR
597,10,0.0440432583289726,DARIA-TOPSIS/AVG TOPSIS
598,10,0.027167277167277182,DARIA-VIKOR/AVG VIKOR
599,10,0.9317983603697889,AVG TOPSIS/AVG VIKOR
600,5,0.8043127507413221,DARIA-TOPSIS/DARIA-VIKOR
601,5,-0.05106401534972971,DARIA-TOPSIS/AVG TOPSIS
602,5,-0.2996685853828711,DARIA-VIKOR/AVG VIKOR
603,5,0.8949066806209663,AVG TOPSIS/AVG VIKOR
604,6,0.9503532182103611,DARIA-TOPSIS/DARIA-VIKOR
605,6,0.15131693703122273,DARIA-TOPSIS/AVG TOPSIS
606,6,0.11858974358974361,DARIA-VIKOR/AVG VIKOR
607,6,0.9017966160823304,AVG TOPSIS/AVG VIKOR
608,7,0.8046616082330368,DARIA-TOPSIS/DARIA-VIKOR
609,7,0.39501569858712715,DARIA-TOPSIS/AVG TOPSIS
610,7,0.23763736263736268,DARIA-VIKOR/AVG VIKOR
611,7,0.9119352869352869,AVG TOPSIS/AVG VIKOR
612,8,0.8299319727891157,DARIA-TOPSIS/DARIA-VIKOR
613,8,-0.16786586429443573,DARIA-TOPSIS/AVG TOPSIS
614,8,-0.003444967730682036,DARIA-VIKOR/AVG VIKOR
615,8,0.8474402581545439,AVG TOPSIS/AVG VIKOR
616,9,0.8279042386185244,DARIA-TOPSIS/DARIA-VIKOR
617,9,-0.06573783359497654,DARIA-TOPSIS/AVG TOPSIS
618,9,-0.08139281353567074,DARIA-VIKOR/AVG VIKOR
619,9,0.9081850688993546,AVG TOPSIS/AVG VIKOR
620,10,0.8299755799755799,DARIA-TOPSIS/DARIA-VIKOR
621,10,0.40345368916797486,DARIA-TOPSIS/AVG TOPSIS
622,10,0.47268009768009767,DARIA-VIKOR/AVG VIKOR
623,10,0.8004971219256933,AVG TOPSIS/AVG VIKOR
624,5,0.8883437990580848,DARIA-TOPSIS/DARIA-VIKOR
625,5,0.3259637188208617,DARIA-TOPSIS/AVG TOPSIS
626,5,0.4730289551718123,DARIA-VIKOR/AVG VIKOR
627,5,0.9169283097854526,AVG TOPSIS/AVG VIKOR
628,6,0.8795569509855224,DARIA-TOPSIS/DARIA-VIKOR
629,6,0.07478632478632474,DARIA-TOPSIS/AVG TOPSIS
630,6,0.00861241932670509,DARIA-VIKOR/AVG VIKOR
631,6,0.7858233036804465,AVG TOPSIS/AVG VIKOR
632,7,0.8953863596720739,DARIA-TOPSIS/DARIA-VIKOR
633,7,-0.11773940345368916,DARIA-TOPSIS/AVG TOPSIS
634,7,-0.09355921855921845,DARIA-VIKOR/AVG VIKOR
635,7,0.9350252921681493,AVG TOPSIS/AVG VIKOR
636,8,0.9018402232687946,DARIA-TOPSIS/DARIA-VIKOR
637,8,0.1081458224315367,DARIA-TOPSIS/AVG TOPSIS
638,8,0.039072039072039044,DARIA-VIKOR/AVG VIKOR
639,8,0.9053506017791733,AVG TOPSIS/AVG VIKOR
640,9,0.8608494679923251,DARIA-TOPSIS/DARIA-VIKOR
641,9,0.27130211058782483,DARIA-TOPSIS/AVG TOPSIS
642,9,0.1432496075353218,DARIA-VIKOR/AVG VIKOR
643,9,0.9720914006628293,AVG TOPSIS/AVG VIKOR
644,10,0.8968908076050933,DARIA-TOPSIS/DARIA-VIKOR
645,10,-0.34495464852607705,DARIA-TOPSIS/AVG TOPSIS
646,10,-0.21009942438513862,DARIA-VIKOR/AVG VIKOR
647,10,0.7740057561486133,AVG TOPSIS/AVG VIKOR
648,5,0.7143729286586429,DARIA-TOPSIS/DARIA-VIKOR
649,5,0.25518925518925517,DARIA-TOPSIS/AVG TOPSIS
650,5,0.42811355311355315,DARIA-VIKOR/AVG VIKOR
651,5,0.9559567416710274,AVG TOPSIS/AVG VIKOR
652,6,0.7271934414791558,DARIA-TOPSIS/DARIA-VIKOR
653,6,-0.003444967730682036,DARIA-TOPSIS/AVG TOPSIS
654,6,-0.1486787022501308,DARIA-VIKOR/AVG VIKOR
655,6,0.7982731554160125,AVG TOPSIS/AVG VIKOR
656,7,0.8959750566893424,DARIA-TOPSIS/DARIA-VIKOR
657,7,-0.15114250828536546,DARIA-TOPSIS/AVG TOPSIS
658,7,0.00043607186464333925,DARIA-VIKOR/AVG VIKOR
659,7,0.945447409733124,AVG TOPSIS/AVG VIKOR
660,8,0.7508939473225187,DARIA-TOPSIS/DARIA-VIKOR
661,8,0.003466771323914153,DARIA-TOPSIS/AVG TOPSIS
662,8,0.2539900575614862,DARIA-VIKOR/AVG VIKOR
663,8,0.8383045525902668,AVG TOPSIS/AVG VIKOR
664,9,0.8469823826966685,DARIA-TOPSIS/DARIA-VIKOR
665,9,0.18142769928484215,DARIA-TOPSIS/AVG TOPSIS
666,9,0.03144078144078144,DARIA-VIKOR/AVG VIKOR
667,9,0.9485653235653235,AVG TOPSIS/AVG VIKOR
668,10,0.9430490144775859,DARIA-TOPSIS/DARIA-VIKOR
669,10,0.2530961102389674,DARIA-TOPSIS/AVG TOPSIS
670,10,0.22900313971742547,DARIA-VIKOR/AVG VIKOR
671,10,0.9252354788069074,AVG TOPSIS/AVG VIKOR
672,5,0.8919413919413919,DARIA-TOPSIS/DARIA-VIKOR
673,5,0.007391418105703873,DARIA-TOPSIS/AVG TOPSIS
674,5,0.1009288330716902,DARIA-VIKOR/AVG VIKOR
675,5,0.9653322867608581,AVG TOPSIS/AVG VIKOR
676,6,0.7964634571777429,DARIA-TOPSIS/DARIA-VIKOR
677,6,0.20120355834641546,DARIA-TOPSIS/AVG TOPSIS
678,6,0.05880429094714812,DARIA-VIKOR/AVG VIKOR
679,6,0.7586778301064016,AVG TOPSIS/AVG VIKOR
680,7,0.878968253968254,DARIA-TOPSIS/DARIA-VIKOR
681,7,0.08802110587824874,DARIA-TOPSIS/AVG TOPSIS
682,7,-0.0418410954125239,DARIA-VIKOR/AVG VIKOR
683,7,0.972854526425955,AVG TOPSIS/AVG VIKOR
684,8,0.814756671899529,DARIA-TOPSIS/DARIA-VIKOR
685,8,-0.04157945229373805,DARIA-TOPSIS/AVG TOPSIS
686,8,-0.039333682190825,DARIA-VIKOR/AVG VIKOR
687,8,0.9326487005058434,AVG TOPSIS/AVG VIKOR
688,9,0.8614163614163615,DARIA-TOPSIS/DARIA-VIKOR
689,9,0.3557256235827665,DARIA-TOPSIS/AVG TOPSIS
690,9,0.2438731903017617,DARIA-VIKOR/AVG VIKOR
691,9,0.9638932496075353,AVG TOPSIS/AVG VIKOR
692,10,0.8883001918716205,DARIA-TOPSIS/DARIA-VIKOR
693,10,0.11143816500959358,DARIA-TOPSIS/AVG TOPSIS
694,10,0.11257195185766611,DARIA-VIKOR/AVG VIKOR
695,10,0.8992019884877027,AVG TOPSIS/AVG VIKOR
696,5,0.8414006628292343,DARIA-TOPSIS/DARIA-VIKOR
697,5,0.3168280132565847,DARIA-TOPSIS/AVG TOPSIS
698,5,0.2186900401186116,DARIA-VIKOR/AVG VIKOR
699,5,0.7160300017442874,AVG TOPSIS/AVG VIKOR
700,6,0.9398874934589221,DARIA-TOPSIS/DARIA-VIKOR
701,6,0.42288069073783363,DARIA-TOPSIS/AVG TOPSIS
702,6,0.1950331414617129,DARIA-VIKOR/AVG VIKOR
703,6,0.8538941217512646,AVG TOPSIS/AVG VIKOR
704,7,0.8918977847549276,DARIA-TOPSIS/DARIA-VIKOR
705,7,0.4517486481772196,DARIA-TOPSIS/AVG TOPSIS
706,7,0.13838740624454915,DARIA-VIKOR/AVG VIKOR
707,7,0.8792080934938078,AVG TOPSIS/AVG VIKOR
708,8,0.8679138321995465,DARIA-TOPSIS/DARIA-VIKOR
709,8,0.37894645037502184,DARIA-TOPSIS/AVG TOPSIS
710,8,0.33544828187685327,DARIA-VIKOR/AVG VIKOR
711,8,0.9272850165707308,AVG TOPSIS/AVG VIKOR
712,9,0.764695621838479,DARIA-TOPSIS/DARIA-VIKOR
713,9,0.0352128030699459,DARIA-TOPSIS/AVG TOPSIS
714,9,0.2093581022152451,DARIA-VIKOR/AVG VIKOR
715,9,0.9227062619919763,AVG TOPSIS/AVG VIKOR
716,10,0.9401927437641724,DARIA-TOPSIS/DARIA-VIKOR
717,10,0.0991191348334205,DARIA-TOPSIS/AVG TOPSIS
718,10,0.09615384615384615,DARIA-VIKOR/AVG VIKOR
719,10,0.936180882609454,AVG TOPSIS/AVG VIKOR
720,5,0.7372230943659515,DARIA-TOPSIS/DARIA-VIKOR
721,5,0.43775074132216985,DARIA-TOPSIS/AVG TOPSIS
722,5,0.023024594453165848,DARIA-VIKOR/AVG VIKOR
723,5,0.9524463631606489,AVG TOPSIS/AVG VIKOR
724,6,0.5592185592185592,DARIA-TOPSIS/DARIA-VIKOR
725,6,-0.01848944706087563,DARIA-TOPSIS/AVG TOPSIS
726,6,0.22730245944531657,DARIA-VIKOR/AVG VIKOR
727,6,0.9016657945229374,AVG TOPSIS/AVG VIKOR
728,7,0.8421855921855922,DARIA-TOPSIS/DARIA-VIKOR
729,7,0.03593232164660731,DARIA-TOPSIS/AVG TOPSIS
730,7,0.19145735217163784,DARIA-VIKOR/AVG VIKOR
731,7,0.8969344147915577,AVG TOPSIS/AVG VIKOR
732,8,0.9210491889063318,DARIA-TOPSIS/DARIA-VIKOR
733,8,0.42931275074132214,DARIA-TOPSIS/AVG TOPSIS
734,8,0.12260160474446191,DARIA-VIKOR/AVG VIKOR
735,8,0.861220129077272,AVG TOPSIS/AVG VIKOR
736,9,0.9484563055991627,DARIA-TOPSIS/DARIA-VIKOR
737,9,0.25837257980115125,DARIA-TOPSIS/AVG TOPSIS
738,9,0.2431754753183325,DARIA-VIKOR/AVG VIKOR
739,9,0.9409122623408338,AVG TOPSIS/AVG VIKOR
740,10,0.8313928135356707,DARIA-TOPSIS/DARIA-VIKOR
741,10,0.2918192918192918,DARIA-TOPSIS/AVG TOPSIS
742,10,0.46382783882783885,DARIA-VIKOR/AVG VIKOR
743,10,0.8145604395604396,AVG TOPSIS/AVG VIKOR
744,5,0.7882216989359847,DARIA-TOPSIS/DARIA-VIKOR
745,5,0.17360020931449505,DARIA-TOPSIS/AVG TOPSIS
746,5,0.33171986743415316,DARIA-VIKOR/AVG VIKOR
747,5,0.9127638234781092,AVG TOPSIS/AVG VIKOR
748,6,0.9538417931275074,DARIA-TOPSIS/DARIA-VIKOR
749,6,0.2440912262340834,DARIA-TOPSIS/AVG TOPSIS
750,6,0.20246816675388102,DARIA-VIKOR/AVG VIKOR
751,6,0.6729024943310657,AVG TOPSIS/AVG VIKOR
752,7,0.918171114599686,DARIA-TOPSIS/DARIA-VIKOR
753,7,0.2791732077446363,DARIA-TOPSIS/AVG TOPSIS
754,7,0.3441043083900227,DARIA-VIKOR/AVG VIKOR
755,7,0.905590441304727,AVG TOPSIS/AVG VIKOR
756,8,0.8908512122797837,DARIA-TOPSIS/DARIA-VIKOR
757,8,0.23563143206000348,DARIA-TOPSIS/AVG TOPSIS
758,8,0.2410605267748125,DARIA-VIKOR/AVG VIKOR
759,8,0.9162305948020234,AVG TOPSIS/AVG VIKOR
760,9,0.5905067155067155,DARIA-TOPSIS/DARIA-VIKOR
761,9,0.46323914181057035,DARIA-TOPSIS/AVG TOPSIS
762,9,0.161412000697715,DARIA-VIKOR/AVG VIKOR
763,9,0.9590310483167626,AVG TOPSIS/AVG VIKOR
764,10,0.8125763125763126,DARIA-TOPSIS/DARIA-VIKOR
765,10,-0.07151578580150009,DARIA-TOPSIS/AVG TOPSIS
766,10,-0.027080062794348603,DARIA-VIKOR/AVG VIKOR
767,10,0.8978065585208442,AVG TOPSIS/AVG VIKOR
768,5,0.8485740450026165,DARIA-TOPSIS/DARIA-VIKOR
769,5,-0.0895909645909645,DARIA-TOPSIS/AVG TOPSIS
770,5,-0.007107971393685686,DARIA-VIKOR/AVG VIKOR
771,5,0.8690912262340834,AVG TOPSIS/AVG VIKOR
772,6,0.7499563928135357,DARIA-TOPSIS/DARIA-VIKOR
773,6,0.3424036281179138,DARIA-TOPSIS/AVG TOPSIS
774,6,0.22808738880167456,DARIA-VIKOR/AVG VIKOR
775,6,0.8414224664224664,AVG TOPSIS/AVG VIKOR
776,7,0.8610675039246468,DARIA-TOPSIS/DARIA-VIKOR
777,7,0.25976800976800973,DARIA-TOPSIS/AVG TOPSIS
778,7,0.008328972614686903,DARIA-VIKOR/AVG VIKOR
779,7,0.87711494854352,AVG TOPSIS/AVG VIKOR
780,8,0.8259855224140938,DARIA-TOPSIS/DARIA-VIKOR
781,8,0.18711843711843712,DARIA-TOPSIS/AVG TOPSIS
782,8,0.11063143206000348,DARIA-VIKOR/AVG VIKOR
783,8,0.9452075702075702,AVG TOPSIS/AVG VIKOR
784,9,0.6764564800279086,DARIA-TOPSIS/DARIA-VIKOR
785,9,-0.1373408337694051,DARIA-TOPSIS/AVG TOPSIS
786,9,0.15290859933717071,DARIA-VIKOR/AVG VIKOR
787,9,0.8518009768009768,AVG TOPSIS/AVG VIKOR
788,10,0.9471916971916972,DARIA-TOPSIS/DARIA-VIKOR
789,10,0.19056340484911916,DARIA-TOPSIS/AVG TOPSIS
790,10,0.07400139542996687,DARIA-VIKOR/AVG VIKOR
791,10,0.9261294261294262,AVG TOPSIS/AVG VIKOR
792,5,0.9001395429966859,DARIA-TOPSIS/DARIA-VIKOR
793,5,-0.0905939298796441,DARIA-TOPSIS/AVG TOPSIS
794,5,-0.15151316937031223,DARIA-VIKOR/AVG VIKOR
795,5,0.8965201465201466,AVG TOPSIS/AVG VIKOR
796,6,0.8503619396476539,DARIA-TOPSIS/DARIA-VIKOR
797,6,-0.03538723181580328,DARIA-TOPSIS/AVG TOPSIS
798,6,-0.09744025815454394,DARIA-VIKOR/AVG VIKOR
799,6,0.8498168498168498,AVG TOPSIS/AVG VIKOR
800,7,0.9013387406244548,DARIA-TOPSIS/DARIA-VIKOR
801,7,0.26659253444967734,DARIA-TOPSIS/AVG TOPSIS
802,7,0.2808956916099773,DARIA-VIKOR/AVG VIKOR
803,7,0.9197191697191697,AVG TOPSIS/AVG VIKOR
804,8,0.9386010814582243,DARIA-TOPSIS/DARIA-VIKOR
805,8,0.3652755974184546,DARIA-TOPSIS/AVG TOPSIS
806,8,0.3433193790336647,DARIA-VIKOR/AVG VIKOR
807,8,0.9605136926565498,AVG TOPSIS/AVG VIKOR
808,9,0.8638365602651317,DARIA-TOPSIS/DARIA-VIKOR
809,9,0.23999215070643642,DARIA-TOPSIS/AVG TOPSIS
810,9,0.19782400139543,DARIA-VIKOR/AVG VIKOR
811,9,0.851037851037851,AVG TOPSIS/AVG VIKOR
812,10,0.5854482818768534,DARIA-TOPSIS/DARIA-VIKOR
813,10,-0.26388888888888884,DARIA-TOPSIS/AVG TOPSIS
814,10,-0.10352346066631779,DARIA-VIKOR/AVG VIKOR
815,10,0.9261512297226583,AVG TOPSIS/AVG VIKOR
816,5,0.7724140938426652,DARIA-TOPSIS/DARIA-VIKOR
